"CALL","QSO_DATE","TIME_ON","TIME_OFF","BAND","MODE","RST_SENT","RST_RCVD","QSL_SENT","QSL_SENT_VIA","APP_EQSL_AG","GRIDSQUARE","STATION_CALLSIGN","FREQ","CONTEST_ID","FREQ_RX","OPERATOR","CQZ","STX","APP_N1MM_POINTS","APP_N1MM_RADIO_NR","APP_N1MM_CONTINENT","APP_N1MM_RUN1RUN2","APP_N1MM_RADIOINTERFACED","APP_N1MM_ISORIGINAL","APP_N1MM_NETBIOSNAME","APP_N1MM_ISRUNQSO","APP_N1MM_ID","APP_N1MM_CLAIMEDQSO","SWL","QSLMSG_INTL","QSLMSG","TX_PWR"
"R6AK","20200318","1352",,"17M","FT8","-02","","Y","E","Y","LN04nx",,,,,,,,,,,,,,,,,,,,,
"W3YQ","20200318","1440",,"17M","FT8","-11","","Y","E","Y","FM08cv",,,,,,,,,,,,,,,,,,,,,
"N9SW","20200318","1503",,"17M","FT8","-08","","Y","E","Y","EN51ux",,,,,,,,,,,,,,,,,,,,,
"PU2TES","20200318","1804",,"15M","FT8","-07","","Y","E","Y","GG67kd",,,,,,,,,,,,,,,,,,,,,
"PU2VLW","20200318","1807",,"15M","FT8","-11","","Y","E","Y","GG67ng",,,,,,,,,,,,,,,,,,,,,
"PY4EP","20200318","1808",,"15m","FT8","-11","","Y","E","Y","GG78gk",,,,,,,,,,,,,,,,,,,,"tnx, hpe cuagn 73s Phil",
"N1KWF","20200318","2154",,"40M","FT8","-07","","Y","E","Y","FN32UX",,,,,,,,,,,,,,,,,,,,,
"HK3VHZ","20200319","0628",,"40M","FT8","-15","","Y","E","Y","FJ24",,,,,,,,,,,,,,,,,,,,,
"VK2BY","20200319","0654",,"30M","FT8","-15","","Y","E","Y","Qf56if",,,,,,,,,,,,,,,,,,,,,
"VK3BDX","20200319","0656",,"30M","FT8","-20","","Y","E","Y","QF21DT",,,,,,,,,,,,,,,,,,,,"Thanks QSO, 73   David",
"VU2TE","20200319","1033",,"15M","FT8","-16","","Y","E","Y","MK80",,,,,,,,,,,,,,,,,,,,"Namasthe 73 GL",
"BG3ITB","20200320","0852",,"20M","FT8","-11","","Y","E","Y","ON50ut",,,,,,,,,,,,,,,,,,,,,
"R9UO","20200320","0911",,"20M","MFSK","-09","","Y","E","Y","NO43aq",,,,,,,,,,,,,,,,,,,,,
"JG4AKL","20200320","0912",,"20M","MFSK","-01","","Y","E","Y","PM64um",,,,,,,,,,,,,,,,,,,,,
"RA3QLB","20200320","0914",,"20M","MFSK","15","","Y","E","Y","KO90NU",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"WA0MHJ","20200320","1445",,"17M","FT8","+06","","Y","E","Y","EN35kg",,,,,,,,,,,,,,,,,,,,,
"R4CO","20200320","1454",,"17M","FT8","-07","","Y","E","Y","LO31bl",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"WB9JOX","20200320","1457",,"17m","FT8","-04","","Y","E","Y","en61",,,,,,,,,,,,,,,,,,,,"TU 73",
"KE5HDE","20200320","1459",,"17M","FT8","-06","","Y","E","Y","FN12xv",,,,,,,,,,,,,,,,,,,,,
"VE3OTL","20200320","1515",,"17M","FT8","-08","","Y","E",,"EN76UM",,,,,,,,,,,,,,,,,,,,,
"YV5DRN","20200320","1518",,"17M","FT8","-08","","Y","E","Y","FK60eg",,,,,,,,,,,,,,,,,,,,,
"R1TM","20200320","1530",,"20M","MFSK","04","","Y","E","Y","KO68wj",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"UT3QW","20200320","1531",,"20M","MFSK","-08","","Y","E","Y","KN86js",,,,,,,,,,,,,,,,,,,,,
"9H1D","20200321","1730",,"20M","FT8","00","","Y","E","Y","JM75FU",,,,,,,,,,,,,,,,,,,,,"100.0000"
"EA9ACT","20200321","1731",,"20M","FT8","-09","","Y","E","Y","im75iv",,,,,,,,,,,,,,,,,,,,,
"PT2ZXR","20200321","1753",,"20M","MFSK","-10","","Y","E","Y","GH54XD",,,,,,,,,,,,,,,,,,,,,
"EW4VX","20200321","1820",,"40M","FT8","15","","Y","E",,"ko13wp",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"OE4ATS","20200322","1144",,"20M","FT8","-03","","Y","E","Y","JN87KU",,,,,,,,,,,,,,,,,,,,,
"R6H-212","20200322","1147",,"20M","FT8","-11","","Y","E","Y","LN05UJ",,,,,,,,,,,,,,,,,,,,"S54Z",
"OE3UKW","20200322","1148",,"20M","FT8","-06","","Y","E","Y","JN88HJ",,,,,,,,,,,,,,,,,,,,,
"OE3LCR","20200322","1150",,"20M","FT8","-04","","Y","E","Y","JN87ct",,,,,,,,,,,,,,,,,,,,,
"SV2WT","20200322","1203",,"20M","MFSK","+09","","Y","E","Y","KN10PF",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +09  Rcvd: -03",
"SV2WT","20200322","1204",,"20M","MFSK","+09","","Y","E","Y","KN10PF",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +09  Rcvd: -03",
"TC18GL","20200322","1208",,"20M","MFSK","-05","","Y","E",,"KN41GA",,,,,,,,,,,,,,,,,,,,,"100.0000"
"SV2RYU","20200322","1209",,"20M","MFSK"," 01","","Y","E","Y","KN10IR",,,,,,,,,,,,,,,,,,,,"Thanks for the QSO 73",
"HS5NMF","20200322","1412",,"20M","FT8","-06","","Y","E","Y","ok03gv",,,,,,,,,,,,,,,,,,,,,
"F4FOM","20200322","1414",,"20M","FT8","-06","","Y","E","Y","JN13HE",,,,,,,,,,,,,,,,,,,,,
"S51TN","20200322","1444",,"30M","FT8","+11","","Y","E","Y","JN76UM",,,,,,,,,,,,,,,,,,,,"TNX FR QSO & eQSL GL CUAGN",
"IS0GOI","20200322","1737",,"17M","FT8","-12","","Y","E","Y","JM49",,,,,,,,,,,,,,,,,,,,,
"I1-21171","20200322","1753",,"30M","FT8","3<Q","","Y","E","Y","JN35tb",,,,,,,,,,,,,,,,,,,,"I HEARD YOU WHILE IN QSO WITH:4S7AB     ",
"EA1GWM","20200322","1820",,"30M","MFSK","+12","","Y","E","Y","IN63AP",,,,,,,,,,,,,,,,,,,,,
"UW7EC","20200322","1823",,"40M","MFSK"," 16","","Y","E","Y","KN78HI",,,,,,,,,,,,,,,,,,,,,
"SQ1OD","20200322","1825",,"40M","MFSK","+03","","Y","E","Y","jo84gm",,,,,,,,,,,,,,,,,,,,,
"EK1RR","20200322","1827",,"40M","MFSK","-12","","Y","E","Y","LN20FE",,,,,,,,,,,,,,,,,,,,,
"KP4JRS","20200323","0643",,"40M","FT8","-06","","Y","E","Y","FK68XI",,,,,,,,,,,,,,,,,,,,,
"S55OO","20200323","0654",,"40M","FT8","-08","","Y","E","Y","JN76HD",,,,,,,,,,,,,,,,,,,,,
"S57NRC","20200323","0657",,"40M","FT8","+04","","Y","E","Y","JN75FV",,,,,,,,,,,,,,,,,,,,,
"ES6DO","20200323","0702",,"30M","FT8","-06","","Y","E","Y","KO27WX",,,,,,,,,,,,,,,,,,,,,
"OD5ZZ","20200323","0949",,"10M","FT8","-21","","Y","E","Y","km74wk",,,,,,,,,,,,,,,,,,,,,
"YO4AH","20200323","1037",,"20M","MFSK","599","","Y","E","Y","KN35XG",,,,,,,,,,,,,,,,,,,,"tks for qso in FT4",
"SV1DAR","20200323","1039",,"20M","MFSK"," 03","","Y","E","Y","KM17VX",,,,,,,,,,,,,,,,,,,,"73 Thanks for QSO pls QSL via Lotw & QRZ",
"SV5AZK","20200323","1043",,"20M","MFSK","-01","","Y","E","Y","KM46CJ",,,,,,,,,,,,,,,,,,,,,
"SV9BMG","20200323","1049",,"20M","MFSK","+13","","Y","E","Y","KM25ua",,,,,,,,,,,,,,,,,,,,,
"YO9DY","20200323","1052",,"20M","MFSK","-09","","Y","E",,"KN25UD",,,,,,,,,,,,,,,,,,,,"Tnx QSO in FT8 mode 73's de Adrian!",
"YO4AH","20200323","1057",,"20M","MFSK","-10","","Y","E","Y","KN35XG",,,,,,,,,,,,,,,,,,,,,
"SV5KKU","20200323","1059",,"20M","MFSK","-07","","Y","E","Y","KM46bc",,,,,,,,,,,,,,,,,,,,"Tnx For the QSO 73s From .Lindos Rodos Lakis",
"ZB2IF","20200323","1125",,"15M","FT8"," 00","","Y","E","Y","IM76hd",,,,,,,,,,,,,,,,,,,,"tnx fer qso and best 73's",
"CU3EM","20200323","1141",,"30M","FT8","+04","","Y","E","Y","HM68IQ",,,,,,,,,,,,,,,,,,,,"FT8  Sent: +04  Rcvd: -07",
"PU2MVE","20200323","1242",,"10M","FT8","-10","","Y","E","Y","GG66QL",,,,,,,,,,,,,,,,,,,,,
"EB5ISR","20200323","1243",,"10M","FT8","R-16","","Y","E","Y","IM98SJ",,,,,,,,,,,,,,,,,,,,"28.074 MHz.....Thanks for the contact Reginald......73",
"IS0DSW","20200323","1340",,"20M","MFSK","-06","","Y","E","Y","JN40RV",,,,,,,,,,,,,,,,,,,,,
"9M8DEN","20200323","1409",,"20M","MFSK","-07","","Y","E","Y","OJ51EM",,,,,,,,,,,,,,,,,,,,,
"F4DIA","20200323","1726",,"20M","FT8","-17","","Y","E","Y","JN36DE",,,,,,,,,,,,,,,,,,,,,
"KP4JRS","20200323","1734",,"17M","FT8","-18","","Y","E","Y","FK68XI",,,,,,,,,,,,,,,,,,,,,
"RA2FCL","20200323","1750",,"80M","FT8"," 00","","Y","E","Y","KO04kt",,,,,,,,,,,,,,,,,,,,,
"YT5M","20200323","1759",,"40M","MFSK","-06","","Y","E","Y","jn94us",,,,,,,,,,,,,,,,,,,,,
"HG5OGI","20200323","1803",,"40M","MFSK"," 06","","Y","E","Y","jn97om",,,,,,,,,,,,,,,,,,,,,
"PD2HAB","20200324","1822",,"10M","FT8","-07","","Y","E","Y","jo22mr",,,,,,,,,,,,,,,,,,,,"FT8 Sent: -07 Rcvd: -12",
"PU1LAA","20200324","1823",,"10M","FT8","-15","","Y","E",,"gg98ic",,,,,,,,,,,,,,,,,,,,,
"PU1SSH","20200324","1826",,"10M","FT8","-13","","Y","E","Y","GG87HC",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -13  Rcvd: -18",
"PU2OOC","20200324","1826",,"10M","FT8","","","Y","E","Y","GG66ph",,,,,,,,,,,,,,,,,,,,,
"PU4MHO","20200324","1834",,"10M","FT8","-12","","Y","E","Y","GG79gm",,,,,,,,,,,,,,,,,,,,,
"PU5YSV","20200324","1858",,"15M","FT8","-06","","Y","E",,"gg54ii",,,,,,,,,,,,,,,,,,,,,
"KC1HXR","20200325","0623",,"40M","FT8"," 02","","Y","E","Y","FN42LT",,,,,,,,,,,,,,,,,,,,"Thanks for the QSO",
"DJ1AA","20200325","0704",,"80M","FT8","+16","","Y","E","Y","JO41XU",,,,,,,,,,,,,,,,,,,,"FT8  Sent: +16  Rcvd: +07",
"HA5KN","20200325","1257",,"10M","FT8","-07","","Y","E","Y","JN97ol",,,,,,,,,,,,,,,,,,,,,
"OM5XX","20200325","1300",,"10M","FT8","-06","","Y","E","Y","JN97bs",,,,,,,,,,,,,,,,,,,,,
"DF4WC","20200325","1315",,"20M","MFSK","-10","","Y","E","Y","JN49KV",,,,,,,,,,,,,,,,,,,,,
"OM5XX","20200325","1339",,"12M","FT8","-04","","Y","E","Y","JN97bs",,,,,,,,,,,,,,,,,,,,,
"LZ2RR","20200325","1450",,"17M","FT8","-05","","Y","E","Y","kn12pp",,,,,,,,,,,,,,,,,,,,"FT8 Sent: -05 Rcvd:  01",
"FR5CB","20200325","1457",,"20M","FT8","-03","","Y","E","Y",,,,,,,,,,,,,,,,,,,,,,
"F6ARS","20200325","1801",,"20M","MFSK","-15","","Y","E","Y","JN18lT",,,,,,,,,,,,,,,,,,,,,
"YL2KF","20200325","1807",,"30M","FT8","+01","","Y","E","Y","KO27ES",,,,,,,,,,,,,,,,,,,,,
"DA0TOR","20200326","0645",,"30M","FT8","-21","","Y","E","Y","JO61LN",,,,,,,,,,,,,,,,,,,,,
"EW1ZR","20200326","0706",,"40M","FT8","01","","Y","E",,"KO33",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!. op. Vlaad -  EV1P",
"EV1P","20200326","0706",,"40M","FT8","01","","Y","E","Y","KO33TU",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!. op. Vlaad -  EV1P",
"PG5FRL","20200326","0910",,"10M","FT8","-15","","Y","E","Y","JO22RW",,,,,,,,,,,,,,,,,,,,,
"R9WG","20200326","0920",,"20M","MFSK","-04","","Y","E","Y","LO83AK",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"HA5KY","20200326","0927",,"20M","MFSK","+11","","Y","E","Y","JN97VB",,,,,,,,,,,,,,,,,,,,,
"SV5SKH","20200326","0929",,"20M","MFSK"," 00","","Y","E","Y","KM46CK",,,,,,,,,,,,,,,,,,,,,
"4X1IG","20200326","0932",,"20M","MFSK","+02","","Y","E","Y","km72kb",,,,,,,,,,,,,,,,,,,,,
"LY2PAD","20200326","1018",,"20M","FT8","+07","","Y","E","Y","KO14XW",,,"DX",,,,,,,,,,,,,,,,,,"20.0000"
"F6CMU","20200326","1020",,"20M","FT8","+04","","Y","E","Y","JN12MP",,,,,,,,,,,,,,,,,,,,,
"VE4YH","20200326","1341",,"20M","FT8","-05","","Y","E","Y","EN19",,,,,,,,,,,,,,,,,,,,,
"JL1TZQ","20200327","0834",,"20M","MFSK","-14","","Y","E","Y","pm95tx",,,,,,,,,,,,,,,,,,,,,
"OE3FRU","20200327","1430",,"20M","FT8","+09","","Y","E","Y","JN78LU",,,,,,,,,,,,,,,,,,,,,
"EB3JT","20200327","1453",,"10M","FT8","+04","","Y","E","Y","JN01UI",,,,,,,,,,,,,,,,,,,,,"100.0000"
"EA6AGB","20200327","1456",,"10M","FT8","+01","","Y","E","Y","JM08RV",,,,,,,,,,,,,,,,,,,,,
"UT4WT","20200327","1501",,"10M","FT8","01","","Y","E","Y","KO20DC",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"ZS3SH","20200328","1021",,"15M","FT8","","","Y","E","Y","KG12rm",,,,,,,,,,,,,,,,,,,,,
"SV1BHF","20200328","1038",,"20M","MFSK","-07","","Y","E","Y","KM18ua",,,,,,,,,,,,,,,,,,,,,
"SV3EXP","20200328","1042",,"20M","MFSK","-15","","Y","E","Y","KM08vg",,,,,,,,,,,,,,,,,,,,,
"F1IWH","20200328","1044",,"20M","MFSK","-04","","Y","E","Y","IN94RS",,,,,,,,,,,,,,,,,,,,,
"EM1754V","20200328","1050",,"20M","CW","599","","Y","E","Y","KN68dl",,,"IARU-HF",,,,,,,,,,,,,,,,,,
"SP9TBT","20200328","1109",,"40M","MFSK","+00","","Y","E","Y","JO90LC",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"4X5LL","20200329","1648",,"12M","FT8","-16","","Y","E",,"KM71JG",,,,,,,,,,,,,,,,,,,,"You WKD with FT8  SENT: -16  RCVD: -20 . PSE QSL TU 73!.",
"UN6G","20200329","1701",,"30M","FT8","-10","","Y","E","Y","MN83KE",,,,,,,,,,,,,,,,,,,,,
"LY3BFH","20200329","1711",,"40M","MFSK","04","","Y","E",,,,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"OM7TEK","20200329","1712",,"40M","MFSK","-03","","Y","E","Y","JN98NR",,,,,,,,,,,,,,,,,,,,,
"DG6TOM","20200329","1713",,"40M","MFSK"," 03","","Y","E","Y","JN58UF",,,,,,,,,,,,,,,,,,,,,
"EA4DCE","20200329","1713",,"40M","MFSK","+00","","Y","E","Y","IN80HL",,,,,,,,,,,,,,,,,,,,,
"RU3QR","20200329","1716",,"40M","MFSK","+06","","Y","E","Y","KO91op",,,,,,,,,,,,,,,,,,,,,
"RU3QR","20200329","1717",,"40M","MFSK","-07","","Y","E","Y","KO91op",,,,,,,,,,,,,,,,,,,,,
"RX9L","20200329","1720",,"40M","MFSK","+07","","Y","E","Y","MO27RC",,,,,,,,,,,,,,,,,,,,,
"SP9RA","20200329","1720",,"40M","MFSK","-05","","Y","E","Y","KO00",,,,,,,,,,,,,,,,,,,,,
"S53AK","20200329","1721",,"40M","MFSK","-04","","Y","E","Y","JN76xq",,,,,,,,,,,,,,,,,,,,"TNX 73",
"HB9TZU","20200329","1722",,"40M","MFSK"," 01","","Y","E","Y","JN46HU",,,,,,,,,,,,,,,,,,,,"FT4 Sent:  01 Rcvd: -01",
"HA1UA","20200330","0621",,"40M","FT8","+07","","Y","E","Y","JN87IO",,,,,,,,,,,,,,,,,,,,,
"SP2EWQ","20200330","0853",,"40M","FT8","+03","","Y","E","Y","JO93fn",,,,,,,,,,,,,,,,,,,,,
"S52OW","20200330","1159",,"20M","MFSK","+04","","Y","E","Y","jn75gv",,,,,,,,,,,,,,,,,,,,,
"IZ5IIN","20200330","1202",,"10M","FT8","-14","","Y","E","Y","jn53iq",,,,,,,,,,,,,,,,,,,,,
"IS0MAM","20200330","1244",,"15M","FT8","-05","","Y","E","Y","Jn40nv",,,,,,,,,,,,,,,,,,,,,
"9J2BS","20200330","1640",,"20M","FT8","-03","","Y","E","Y","KH47cm",,,,,,,,,,,,,,,,,,,,,"80.0000"
"9K2NO","20200330","1644",,"20M","MFSK","+02","","Y","E","Y","LL39XG",,,,,,,,,,,,,,,,,,,,,
"9K2NO","20200330","1645",,"20M","MFSK","+02","","Y","E","Y","LL39XG",,,,,,,,,,,,,,,,,,,,,
"RU3QR","20200330","1645",,"20M","MFSK","+03","","Y","E","Y","KO91op",,,,,,,,,,,,,,,,,,,,,
"TC1STAYHOME","20200330","1647",,"20M","MFSK","+04","","Y","E",,"KN41KA",,,,,,,,,,,,,,,,,,,,,
"YL2KF","20200330","1654",,"80M","FT8","+00","","Y","E","Y","KO27ES",,,,,,,,,,,,,,,,,,,,,
"7X2HF","20200330","1657",,"20M","FT8","-07","","Y","E","Y","jm16ms",,,,,,,,,,,,,,,,,,,,,
"KP4HF","20200331","0549",,"40M","FT8","-11","","Y","E","Y","FK68mk",,,,,,,,,,,,,,,,,,,,,
"KP4HF","20200331","0550",,"40M","FT8","-15","","Y","E","Y","FK68mk",,,,,,,,,,,,,,,,,,,,,
"EA4BAS","20200331","0658",,"40M","MFSK","+07","","Y","E","Y","IN80hl",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +07  Rcvd: +00",
"SP2EWQ","20200331","0659",,"40M","MFSK","+19","","Y","E","Y","JO93fn",,,,,,,,,,,,,,,,,,,,,
"OK1HEH","20200331","0700",,"40M","MFSK","+05","","Y","E","Y","JN79vw",,,,,,,,,,,,,,,,,,,,,
"UT4UQ","20200331","0702",,"40M","MFSK","-03","","Y","E","Y","KO50sl",,,,,,,,,,,,,,,,,,,,,
"F5MUX","20200331","0704",,"40M","MFSK","-02","","Y","E","Y","IN77XX",,,,,,,,,,,,,,,,,,,,,
"RA4CCK","20200331","0706",,"40M","MFSK","-12","","Y","E","Y","lo21xn",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"RA4CCK","20200331","0707",,"40M","MFSK","-07","","Y","E","Y","lo21xn",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"EB3JT","20200331","0708",,"40M","MFSK","+01","","Y","E","Y","JN01UI",,,,,,,,,,,,,,,,,,,,,"100.0000"
"TC19MED","20200331","0728",,"20M","MFSK","+00","","Y","E","Y","kn41oa",,,,,,,,,,,,,,,,,,,,,
"TC1STAYHOME","20200331","0731",,"20M","MFSK","-02","","Y","E",,"KN41KA",,,,,,,,,,,,,,,,,,,,,
"RA9MI","20200331","0820",,"20M","MFSK","-10","","Y","E","Y","MO54PW",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"LY3I","20200331","1143",,"20M","MFSK"," 09","","Y","E","Y","KO25ER",,,,,,,,,,,,,,,,,,,,,
"SV1CEI","20200331","1322",,"20M","MFSK","-05","","Y","E","Y","KM18WB",,,,,,,,,,,,,,,,,,,,,
"EA9ACD","20200331","1857",,"17M","FT8","-16","","Y","E","Y","im75iv",,,,,,,,,,,,,,,,,,,,,
"HA3FOK","20200331","1912",,"40M","FT8","-04","","Y","E","Y","JN96BT",,,,,,,,,,,,,,,,,,,,,
"S51VC","20200331","1916",,"80M","FT8","-01","","Y","E","Y","JN86xp",,,,,,,,,,,,,,,,,,,,,
"OD5PY","20200401","0552",,"30M","FT8","-15","","Y","E","Y","KM73su",,,,,,,,,,,,,,,,,,,,,
"SP5WPK","20200401","0604",,"40M","MFSK","+11","","Y","E","Y","KO02MD",,,,,,,,,,,,,,,,,,,,,
"R9YQ","20200401","0645",,"20M","MFSK","-10","","Y","E","Y","NO22nm",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"9A3PG","20200401","0951",,"20M","MFSK","-04","","Y","E","Y","JN75SL",,,,,,,,,,,,,,,,,,,,,
"EA8W","20200401","0952",,"20M","MFSK","+04","","Y","E",,"IL38DV",,,,,,,,,,,,,,,,,,,,,
"F5FDC","20200401","0953",,"20M","MFSK","-16","","Y","E","Y","jn04sc",,,,,,,,,,,,,,,,,,,,,
"SV1LIP","20200401","1055",,"20M","MFSK","-10","","Y","E","Y","km18vb",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -10  Rcvd: -05",
"PC2J","20200401","1447",,"17M","FT8","-12","","Y","E","Y","JO22LE",,,,,,,,,,,,,,,,,,,,"FT8  Sent: -12  Rcvd: -09",
"SV4FFK","20200401","1714",,"20M","MFSK","-06","","Y","E","Y","KM19lj",,,,,,,,,,,,,,,,,,,,,
"EW1ADF","20200401","1727",,"40M","FT8","-11","","Y","E","Y","KO33uw",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"RA2FCL","20200401","1728",,"40M","FT8","-01","","Y","E","Y","KO04kt",,,,,,,,,,,,,,,,,,,,,
"HA1AD","20200401","1729",,"40M","FT8","-02","","Y","E","Y","JN87RT",,,,,,,,,,,,,,,,,,,,,
"HZ1SK","20200401","1742",,"20M","MFSK","-03","","Y","E","Y","KL91ON",,,,,,,,,,,,,,,,,,,,,
"S55G","20200402","0616",,"80M","FT8","-13","","Y","E","Y","JN65UV",,,,,,,,,,,,,,,,,,,,"FT8 Sent: -13 Rcvd: -21",
"F5AOP","20200402","0618",,"80M","FT8","-02","","Y","E",,"JN07TT",,,,,,,,,,,,,,,,,,,,,
"J68HZ","20200402","0623",,"80M","FT8","-04","","Y","E","Y","FK93lu",,,,,,,,,,,,,,,,,,,,,
"J68HZ","20200402","0624",,"80M","FT8","-04","","Y","E","Y","FK93lu",,,"DX",,,,,,,,,,,,,,,,,,
"IK2UME","20200402","0636",,"40M","MFSK","+05","","Y","E",,"JN45WT",,,,,,,,,,,,,,,,,,,,"FT4  Sent: +05  Rcvd: +06",
"SP5WZ","20200402","0636",,"40M","MFSK"," 06","","Y","E","Y","KO02mm",,,,,,,,,,,,,,,,,,,,,
"UR4MLS","20200402","0637",,"40M","MFSK","-21","","Y","E","Y","KN98UG",,,,,,,,,,,,,,,,,,,,,
"IK8YBE","20200402","0641",,"40M","MFSK","-06","","Y","E","Y","JN70RL",,,,,,,,,,,,,,,,,,,,"Long wire",
"9K2NO","20200403","0832",,"15M","FT8","-05","","Y","E","Y","LL39XG",,,,,,,,,,,,,,,,,,,,,
"9K2NO","20200403","0833",,"15M","FT8","-05","","Y","E","Y","LL39XG",,,,,,,,,,,,,,,,,,,,,
"SV1EEX","20200403","1732",,"20M","MFSK","-03","","Y","E","Y","KM17tw",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -03  Rcvd: -07",
"SV1EEX","20200403","1733",,"20M","MFSK","-03","","Y","E","Y","KM17tw",,,,,,,,,,,,,,,,,,,,"73 tu qso",
"RV6FT","20200404","1631",,"30M","MFSK"," 02","","Y","E","Y","ln15du",,,,,,,,,,,,,,,,,,,,,
"RV6FT","20200404","1632",,"30M","MFSK","02","","Y","E","Y","ln15du",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"YT5M","20200405","0932",,"15M","FT8","04","","Y","E","Y","jn94us",,,,,,,,,,,,,,,,,,,,,
"E77D","20200405","0937",,"15M","FT8","+05","","Y","E","Y","JN94BR",,,,,,,,,,,,,,,,,,,,,
"UT0IL","20200405","0949",,"20M","MFSK","02","","Y","E","Y","kn88wn",,,,,,,,,,,,,,,,,,,,,
"HA5DI","20200405","0953",,"30M","MFSK","+05","","Y","E","Y","JN97MJ",,,,,,,,,,,,,,,,,,,,,
"LA2GCA","20200405","1701",,"40M","MFSK"," 08","","Y","E",,"JO49UB",,,,,,,,,,,,,,,,,,,,,
"OK5KA","20200405","1706",,"40M","MFSK"," 16","","Y","E","Y","JO70AQ",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"YC0VM","20200405","1707",,"40M","MFSK","-02","","Y","E","Y","OI33",,,,,,,,,,,,,,,,,,,,,
"EG5WRD","20200405","1709",,"40M","MFSK","-02","","Y","E",,"im98oj",,,,,,,,,,,,,,,,,,,,,
"DL6ULI","20200405","1714",,"40M","MFSK"," 16","","Y","E","Y","JO71HO",,,,,,,,,,,,,,,,,,,,,
"EB1BVP","20200405","1717",,"40M","MFSK","-07","","Y","E","Y","IN53WL",,,,,,,,,,,,,,,,,,,,,
"ZL2UB","20200406","0602",,"40M","FT8","-03","","Y","E","Y","RF73GV",,,,,,,,,,,,,,,,,,,,,
"VK3BOB","20200406","0607",,"30M","FT8","-16","","Y","E","Y","QF22mc",,,,,,,,,,,,,,,,,,,,"Thanks for contact,  73  Bob",
"HC5F","20200406","0609",,"30m","FT8","-09","","Y","E","Y","FI07LC",,,,,,,,,,,,,,,,,,,,"Tnx for FT8 contact 73  Francisco",
"IS0EQP","20200406","0929",,"20M","MFSK"," 08","","Y","E","Y","JN40gr",,,,,,,,,,,,,,,,,,,,,
"VK2WJ","20200406","1203",,"20M","MFSK","-04","","Y","E","Y","QF56SS",,,,,,,,,,,,,,,,,,,,,
"VK1JT","20200406","1205",,"20M","MFSK","-05","","Y","E","Y","QF44mn",,,,,,,,,,,,,,,,,,,,,
"HA3PG","20200406","1649",,"30M","MFSK","-21","","Y","E","Y","JN96db",,,,,,,,,,,,,,,,,,,,,
"LA1VNA","20200406","1659",,"40M","MFSK","+03","","Y","E","Y","JP20oi",,,,,,,,,,,,,,,,,,,,,
"EA3HIP","20200406","1659",,"40M","MFSK","+00","","Y","E","Y","jn11bn",,,,,,,,,,,,,,,,,,,,"Thanks you for the contact and EQSLcc  (73)",
"TA4RC","20200406","1702",,"40M","MFSK","16","","Y","E","Y","km59aj",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"HC7AE","20200406","1713",,"20M","FT8","-12","","Y","E","Y","FI18am",,,,,,,,,,,,,,,,,,,,"TNX For QSO TU 73!.",
"LU1HW","20200406","1720",,"20M","MFSK","-09","","Y","E",,"FF78RN",,,,,,,,,,,,,,,,,,,,"FT4  Sent: -09  Rcvd: -15",
"WH6FXL","20200406","1724",,"20M","FT8","-17","","Y","E","Y","BL11ck",,,,,,,,,,,,,,,,,,,,"IC-7300 with L config higher",
"WH6FXL","20200406","1725",,"20M","FT8","-17","","Y","E","Y","BL11ck",,,"DX",,,,,,,,,,,,,,,,,"IC-7300 with L config higher","100.0000"
"EA9QD","20200406","1735",,"20M","FT8","-08","","Y","E","Y","IM75IV",,,,,,,,,,,,,,,,,,,,,
"V51MA","20200406","1736",,"20M","FT8","-09","","Y","E","Y","JG87",,,,,,,,,,,,,,,,,,,,,
"9A3PG","20200407","0608",,"40M","MFSK","-05","","Y","E","Y","JN75SL",,,,,,,,,,,,,,,,,,,,,
